Severity,Principal_Components_0,Principal_Components_1,Principal_Components_2,Principal_Components_3,Principal_Components_4,Principal_Components_5,Principal_Components_6,Principal_Components_7,Principal_Components_8,Principal_Components_9,Principal_Components_10,Principal_Components_11,Principal_Components_12,Principal_Components_13,Principal_Components_14,Principal_Components_15,Principal_Components_16,Principal_Components_17,Principal_Components_18,Principal_Components_19,Principal_Components_20,Principal_Components_21,Principal_Components_22,Principal_Components_23,Principal_Components_24,Principal_Components_25,Principal_Components_26,Principal_Components_27,Principal_Components_28,Principal_Components_29,Principal_Components_30,Principal_Components_31,Principal_Components_32,Principal_Components_33,Principal_Components_34,Principal_Components_35,Principal_Components_36,Principal_Components_37,Principal_Components_38,Principal_Components_39,Principal_Components_40,Principal_Components_41,Principal_Components_42,Principal_Components_43,Principal_Components_44,Principal_Components_45,Principal_Components_46,Principal_Components_47,Principal_Components_48,Principal_Components_49
macule,-2563.5007060352464,-197.0453820802264,-111.73898776521833,339.7978691835048,-504.2663158942504,-45.390756628685914,293.1917150952186,-214.98750527917701,111.55422345927222,-329.1629676179422,437.949987446725,332.51746976658734,118.36027456964901,-67.71073797533617,8.2494891213918,-342.6940935698997,-152.40672079022892,19.703053610778902,85.04353107947574,-71.30949518452495,16.44440748040778,271.09488183015253,-173.76145906030507,217.29009466199798,-65.54713324237817,-144.2459711269533,-115.96571549766725,46.935360484244164,307.96913703682145,-156.1860034186419,-67.25928704525181,-111.42933666579762,205.04123065551678,101.77655130997847,-28.147588801623385,417.88836466126884,60.38435364949534,43.939949499225655,-48.81960963522694,-49.12959118276466,108.16530278997723,164.31620782321733,44.31593208249804,-24.633482145956894,7.487203293100214,-38.95482901192532,-93.20772571279284,69.52352676276497,94.13032996277083,-60.90846154167064
macule,-910.5210311004978,223.21216741848343,1121.7393119047322,532.8898318527216,-0.8342886969000961,51.56401211430237,-62.44066498322963,290.34965286543326,476.772172736169,-256.85726806938465,-252.38000414980064,-81.09619669112982,-194.30741614179422,33.683974210832865,-68.953634152773,-23.75095887085784,-131.35840212503592,-2.533201098554686,183.12060083432698,79.7938390178904,-93.2813793520976,-41.166198493633246,137.37295845438473,196.48888888597023,-17.91990136985725,303.4492459735282,61.002332537986746,-219.47270225296404,-97.19325719932317,71.04704845232871,16.09893183233654,-19.148839818931158,-150.44669233804615,-15.723307271591969,-160.54098552369496,-21.117028056651613,28.322489832926152,-29.804855518906322,-31.35014058554367,-2.344295149440902,-47.93237659582089,-9.053598718051582,3.5478283054693613,-12.985702648276076,17.572561537535474,93.11841252689719,61.60288087866932,-31.405648659636302,-53.64377570114387,82.73279472465622
macule,198.6560146878154,117.4877918751703,-61.25290907982414,-86.5141469355591,164.51042952829863,327.2542117106495,675.7118696216211,164.900227362816,-53.093820530922855,-35.06165671351782,78.57328797625877,112.23963398692696,-263.26349445585527,-228.17880089781977,122.20455927890606,276.3884483700866,-290.16898207152843,115.6062687428492,335.5081807083,-164.60736115343596,-105.92439548963425,181.46225024568173,56.97866639482675,64.7429803162751,-86.8025779460526,-231.50790365463013,-98.23994596689158,23.702344859326036,-155.73817022673475,123.98263649212541,104.58062851917485,-215.46635877773446,60.56942425830184,168.97610582222708,-286.6013849622842,-89.12492400912906,103.74114071479765,73.05693650161848,-25.34161482209999,86.51079337770716,31.498608116074998,113.05020325909075,186.55629916489656,97.0167994615811,-65.02818832499116,308.90823267786817,180.0904978948682,17.01081803530686,-99.92058977981551,78.69917824604498
macule,1288.263271272469,1542.1847442492103,-414.12132187394155,674.3440038442003,69.95653482024028,-647.5288144006175,480.5261483029753,-755.2434148614988,-170.61432530078267,284.2465773368689,-9.051242695122175,23.87696514586002,41.67259251857777,61.09479603154096,-28.107019165398736,-229.5766759527986,364.9124519893266,-67.49914891571436,-185.7340701719742,-28.767718556102796,-34.09401309055973,-87.49226800789502,-50.520863766010535,-40.709599199024595,155.87103030476197,90.36155993033164,98.18794859666895,116.73989656672852,-103.1757821644552,26.582754570947497,-96.9054540803331,116.01954913540335,-87.31143962686153,-82.84073079817254,-24.27643327014415,9.301827799567281,112.7605961304896,-49.309418232831845,-63.285184844217014,53.42793100769858,190.72865494014337,-9.672560640735801,128.3001408117114,37.75941187340876,134.89423808302573,-48.64002083247443,68.97092360259039,-117.06581685644557,257.5156586723209,-79.8073613233537
macule,1014.7347632271415,-71.32124683532173,-205.84765993843217,-522.1274533150948,239.7902267315649,-342.9977438147543,-419.3265643915387,-86.37631641483179,15.876877861407648,-49.29404496731012,140.3913916025685,-3.1626721293083455,-45.117384319792016,79.6719448568458,310.7089409662635,155.8651920053591,-102.36247696156956,-84.79558179215026,98.25597705561322,-33.250786468317415,-55.524277853014674,78.69870513185981,-150.34726560337597,-101.73146582143039,-44.44774807553372,172.63884564456626,-66.08141307368813,-39.67113558768399,-127.10332061014122,-17.385313788426508,32.395156449877916,-139.47356152240658,343.5089670240319,155.9681044471861,28.54514340971146,86.89612833437553,133.27538707030374,122.2979758440165,65.48595005886297,42.767406772616894,-162.40108228569915,225.6089633446664,274.3998047245478,-168.22071871553436,-163.94582965920856,-36.33332456099386,-19.361674162177515,119.31679174148479,117.83454488346405,197.28440835554903
macule,332.56032664800597,-490.6299357123842,-383.2130064655173,18.313998975210627,208.56720904789782,630.6633977378842,-478.1171554278647,-50.92733107708678,261.7925307470473,-429.6399263197378,459.9832114818793,84.0317799635892,-3.008549836315231,-393.59274647740403,117.18768214661263,-15.630924113205333,-66.00626235393946,0.5276984144851258,-450.4970270924594,57.97733632796033,-47.967179788560635,-236.6151297067387,-274.8080555961875,14.273202533789364,228.26517053393644,-114.79834530098245,-318.7277445079797,-106.85014173409749,-224.8538311518297,116.98802875489457,-69.78610085578154,15.109695845043058,61.50801270104234,-15.622429868785467,-293.76519920500203,-44.425559051193694,-145.5019120068933,100.9422874938128,19.327497434082336,-138.73627355072531,-13.352454437982363,88.51665573812751,23.76910171973258,229.45790901767091,-93.02207441955359,-121.96710813369218,-84.08783375735636,-12.856048453634795,-250.26395416483618,-87.89277193050891
macule,38.26218225288177,-64.90590120333692,-798.4597963269222,-286.0850856437169,11.94365131432147,-305.66236162913236,225.87924376111107,28.340655360111217,-13.575721166396114,35.035612046653966,-208.83947647693424,-85.8310546497966,-77.18844201042586,154.62110584134518,212.38601251159304,-1.8521168139769562,187.7737923318541,100.32477374360617,-74.94104240258858,-52.06889120998942,-101.2077045755552,-80.19216691039509,-103.06303090152912,34.03872253701516,191.63222342654433,60.5646839520409,20.018416967777508,80.02833087641159,-24.44083237053084,-72.80483584444647,-174.176565029473,-64.31418873013523,-32.024718398024625,-36.679911610327096,-61.698392440664435,-62.10877350340122,64.89583755861062,14.328457383116541,-26.868041876977948,-0.04184014803691699,-22.71625894808127,-22.048797669862495,131.19729588824566,-4.6446962937307745,-23.2592538978885,171.36773770225864,-74.35931187853171,107.4937454293068,0.4731595478146019,116.33218770522
macule,2965.4150071109434,1406.7575226228373,-609.1028828570383,722.2095963237767,105.77245907585788,427.23432477636885,436.83674416074166,45.56348650725756,240.9941217653872,258.35902960998465,-314.6339502658003,456.9867014438525,132.08866104143368,-221.2489665310012,50.9349213241889,-134.44500651336648,-514.3920115996577,-65.16864182102675,183.09755796381378,-12.458778825841796,325.23972212395813,-209.10568675407194,259.3711051155247,84.68665164517355,-196.8840523110245,-399.9715314121592,-137.65490311844349,166.0449482653472,13.310253836318273,280.4187590539236,-118.82769914896808,-56.16412889774091,-174.26313042349335,275.16823110932575,-322.1373331005794,26.70955170919106,166.0846964987308,98.25080591514364,-87.50212036653942,60.29517774148722,87.93393156813161,-32.11552997948933,-129.30099785208364,169.63540008838442,316.2616888134435,173.4542939536363,-6.45959996286643,-14.873240945120541,-138.82733809554134,133.77930718999994
macule,2905.606238222426,1074.8833688596399,-92.21341031860157,1395.4753677695912,-74.44717944012866,238.08678119267398,99.27457274661428,-173.89204865962026,-0.1876692368358534,-12.499678972659849,-162.38921288287247,-54.438022785665154,-102.21976060203387,151.99734581640283,-88.10529736634408,176.3786380219459,-3.812070372778648,195.1169075277944,-369.69420456677517,26.705749886391974,130.8658292664904,-242.21460966192592,76.15959754511368,-77.78748168368391,-112.22308498269923,260.04622025309203,186.39252492792397,-14.410557690667778,155.27925191171343,18.503750600045652,119.61834089587846,-37.19342262904875,2.1427043371228818,-98.66677507234499,-6.410756240348868,-115.62246153698193,-168.69713167992973,141.3334875561752,-43.006961862142056,32.79173304002474,-16.930153380653618,2.617085596518964,-48.03967904119058,23.51608453329467,98.88524845867228,-47.75356472283296,64.57379570561386,51.55344309708996,-23.808214115091147,49.79505876253182
macule,2105.2246810993934,1999.374493115492,-497.1530364282849,636.5621063266015,178.82356469442547,533.9228537382223,177.54435007514232,98.17207724314997,-673.6143073908991,422.4441456519005,177.41697999058732,-535.3139071302503,45.24303959128634,-85.20500130411337,-264.60096782894215,250.5043808965689,232.42252161956904,82.07012749956994,132.80511272605452,147.68041506847007,86.6740445388386,185.3435714837728,-245.83843460676496,-62.445007429224184,277.0591461154925,381.09100071922813,54.76984365966208,112.99036629342746,-114.80174439251222,-194.3279851669372,45.361689935056965,124.80723594072693,213.1365247928999,206.73141578167653,-25.146299373648194,27.140054366766844,-358.54876753227614,-63.283122919627225,-76.79295925755515,-194.18777199884198,202.46238121482568,11.036710017229884,144.99877528099708,64.00467181272326,139.33058977448593,172.1988256374876,-109.96055453452993,-43.07375799568793,61.809966380551295,34.205852203725975
